RiskPerformance;ExternalRiskEstimate;MSinceOldestTradeOpen;MSinceMostRecentTradeOpen;AverageMInFile;NumSatisfactoryTrades;NumTrades60Ever2DerogPubRec;NumTrades90Ever2DerogPubRec;PercentTradesNeverDelq;NumTotalTrades;NumTradesOpeninLast12M;PercentInstallTrades;MSinceMostRecentInqexcl7days;NumInqLast6M;NumInqLast6Mexcl7days;NetFractionRevolvingBurden;NetFractionInstallBurden;NumRevolvingTradesWBalance;NumInstallTradesWBalance;NumBank2NatlTradesWHighUtilization;PercentTradesWBalance;MaxDelq2PublicRecLast12M_0;MaxDelq2PublicRecLast12M_1;MaxDelq2PublicRecLast12M_2;MaxDelq2PublicRecLast12M_3;MaxDelq2PublicRecLast12M_4;MaxDelq2PublicRecLast12M_5;MaxDelq2PublicRecLast12M_6;MaxDelq2PublicRecLast12M_7;MaxDelq2PublicRecLast12M_9;MaxDelq2PublicRecLast12M_nan;MaxDelqEver_2;MaxDelqEver_3;MaxDelqEver_4;MaxDelqEver_5;MaxDelqEver_6;MaxDelqEver_7;MaxDelqEver_8;MaxDelqEver_nan
1;91;445;7;97;19;0;0;100;0;1;47;5;1;1;0;65.13221;2;1;0;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;69;153;4;118;16;1;0;72;15;1;11;3;0;0;58;60.048237;8;1;0;82;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;80;187;4;71;39;0;0;100;26;1;15;3;1;1;4;77.0;8;2;0;48;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;76;195;3;67;32;0;0;100;27;5;38;3;2;2;27;87.0;6;4;0;91;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;66;104;4;85;25;0;0;96;7;3;31;2;2;2;38;70.45441;7;1;1;80;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1;63;260;2;91;19;1;1;100;23;4;30;2;2;2;31;100.0;3;2;0;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;71;288;8;93;30;0;0;100;51;2;30;2;0;0;73;67.94769;9;3;5;69;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;69;234;22;79;19;0;0;100;46;0;37;2;0;0;73;8.0;8;2;4;83;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;66;121;7;110;27;0;0;100;17;1;37;2;0;0;68;93.0;8;2;3;77;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;59;156;18;94;20;3;3;85;20;0;15;1;3;3;63;59.23675;6;1;1;64;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;89;173;4;130;23;0;0;100;21;3;43;4;0;0;1;70.06274;3;2;0;33;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;65;96;20;88;16;1;1;82;8;0;29;2;0;0;50;12.0;4;2;1;64;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;69;226;2;29;1;0;0;100;42;1;0;2;2;2;85;61.434418;2;0;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;74;126;15;23;13;0;0;100;16;0;0;2;2;1;13;55.02387;5;0;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;46;2;21;13;0;0;100;23;5;21;1;3;3;66;78.0;7;2;2;75;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;64;240;5;93;20;2;2;91;22;3;41;1;3;3;66;97.0;5;1;1;88;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;78;167;0;66;33;0;0;100;56;3;29;3;0;0;0;76.0;2;4;0;43;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;189;2;82;41;1;0;85;15;2;11;1;2;0;49;63.603676;10;1;5;46;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;60;279;2;37;29;0;0;97;48;7;23;1;1;1;31;90.0;6;3;2;45;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;71;445;16;161;6;1;0;86;0;0;29;3;0;0;88;61.73032;2;1;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;276;12;47;26;4;3;83;64;0;40;1;3;3;15;83.0;1;6;1;64;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
0;61;75;11;36;26;1;1;92;9;1;35;1;0;0;54;22.0;9;5;3;83;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;205;8;15;4;0;0;100;16;3;25;1;3;3;91;72.16597;3;1;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
0;68;445;4;17;14;0;0;100;0;7;21;2;3;3;11;80.48114;2;2;1;40;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;65;165;3;53;27;2;1;86;35;5;41;2;6;6;31;60.0;6;3;1;69;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
1;66;169;2;123;32;2;1;81;4;2;42;3;2;2;41;68.573364;7;3;2;85;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;79;229;8;77;14;0;0;100;24;4;7;3;0;0;3;67.626884;3;1;1;33;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;64;160;77;170;8;2;2;70;11;0;0;5;0;0;84;56.44629;1;1;1;100;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;66;40;4;20;11;0;0;100;12;3;27;1;4;4;69;94.0;3;2;1;83;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;63;163;3;25;24;0;0;100;31;5;59;1;1;1;101;90.0;6;6;4;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
0;62;153;20;40;5;0;0;38;12;0;100;1;0;0;51;75.0;2;2;0;100;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
1;84;203;5;106;4;0;0;75;4;1;25;4;2;2;5;60.598614;1;1;0;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;66;214;4;114;20;5;0;65;26;1;35;3;0;0;40;62.551918;5;1;2;60;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;81;61;73;176;8;0;0;88;2;0;13;4;2;0;0;55.798126;0;1;0;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;77;196;3;75;37;0;0;95;34;2;30;3;2;2;13;82.0;4;5;0;47;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;63;325;3;92;29;0;0;93;30;2;52;3;2;2;63;65.0;8;4;3;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;79;70;1;66;20;1;0;96;14;2;17;3;0;0;10;62.855194;1;1;1;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;60;249;2;81;27;0;0;96;68;3;36;2;3;3;59;21.0;3;5;2;53;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;74;157;9;43;19;0;0;100;2;2;25;3;0;0;36;62.0;5;3;0;67;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
0;77;98;1;46;22;0;0;100;33;5;30;2;4;4;2;92.0;3;3;0;46;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;65;175;1;51;53;0;0;100;65;7;48;2;6;6;36;88.0;9;9;3;63;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1;62;180;27;105;21;1;1;86;4;0;38;3;0;0;28;24.0;6;5;0;92;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
1;65;67;24;36;5;1;1;100;5;0;80;3;0;0;99;70.94253;1;1;2;100;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;59;218;10;90;28;3;2;87;67;2;45;1;2;2;91;71.05447;1;1;1;67;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;62;260;3;74;29;1;0;86;35;6;40;1;5;5;27;73.0;7;8;0;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;72;154;10;75;18;1;1;89;13;1;21;2;2;2;4;81.0;1;3;0;57;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;68;445;2;67;14;2;0;79;0;1;58;3;1;1;46;81.0;4;5;1;100;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0;66;98;4;31;15;1;1;94;35;1;50;1;0;0;58;78.0;5;4;1;91;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;59;445;14;51;18;1;1;84;0;0;32;2;3;3;78;73.0;6;2;4;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;59;215;9;75;27;2;2;90;68;2;76;1;2;2;79;100.0;2;2;2;100;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
1;63;445;4;118;5;2;2;100;0;1;40;3;1;1;65;66.92858;2;2;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;70;445;4;124;25;2;2;96;0;2;32;2;3;3;19;66.91591;5;1;1;54;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;76;211;1;84;24;0;0;100;62;7;34;2;6;6;16;91.0;5;4;1;69;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;75;40;8;94;12;0;0;83;9;1;8;2;2;2;3;58.24083;2;1;0;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;64;445;5;56;10;1;1;91;0;3;27;2;0;0;76;76.0;5;2;2;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;221;5;60;8;0;0;67;42;1;22;1;2;2;63;93.0;5;1;2;86;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
0;65;13;4;8;3;1;1;100;3;2;67;1;0;0;72;98.0;1;2;0;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;64;221;2;15;6;0;0;100;15;3;29;2;1;1;74;81.0;4;2;1;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
0;60;168;3;40;28;1;0;87;10;2;47;1;1;1;56;83.0;10;11;2;81;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;80;90;33;68;10;0;0;100;11;0;10;3;1;1;57;57.819298;1;1;0;40;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1;91;244;20;84;12;0;0;100;15;0;43;5;0;0;0;51.0;0;2;0;50;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
0;69;61;8;80;24;0;0;100;8;2;4;1;7;7;29;64.0;8;1;3;56;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;73;445;2;57;15;0;0;94;0;3;50;2;1;1;5;75.0;3;5;0;73;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;66;123;4;48;22;0;0;100;22;4;14;1;2;2;76;72.46249;7;1;5;75;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;63;240;15;73;22;0;0;82;2;0;14;2;0;0;37;56.77586;6;2;1;57;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;445;5;35;18;2;2;95;0;4;52;1;0;0;10;104.0;2;7;0;75;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;70;258;1;71;19;2;1;91;43;2;17;2;0;0;69;54.0;6;3;3;82;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;57;78;5;95;10;0;0;82;5;2;18;1;0;0;62;65.15912;5;1;1;100;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;64;164;77;141;1;1;1;50;8;0;100;4;0;0;61;70.251366;3;1;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;87;65;17;71;10;0;0;100;8;0;40;4;0;0;12;61.145515;4;1;0;83;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;63;206;13;49;17;3;2;89;20;0;58;2;1;1;99;63.0;1;6;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;87;172;17;112;18;0;0;100;3;0;28;4;0;0;7;25.0;4;2;0;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;56;169;1;56;7;2;2;80;26;4;20;1;3;3;62;72.490654;4;2;1;83;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;70;188;14;68;16;1;1;94;17;0;47;2;1;1;53;83.0;2;2;1;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;55;445;17;82;14;2;1;69;0;0;56;2;0;0;88;78.0;5;2;3;88;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;82;445;5;116;43;0;0;100;42;3;18;4;0;0;3;66.08036;5;3;1;23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;79;13;9;49;23;0;0;100;1;1;22;2;0;0;12;86.0;1;2;0;33;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;56;233;6;194;8;1;1;60;17;1;20;1;0;0;25;59.254864;2;1;0;40;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1;69;114;5;66;11;1;1;92;6;4;42;3;2;1;44;90.0;3;2;1;71;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;69;84;4;97;12;0;0;71;3;2;21;1;1;1;54;64.53075;3;1;2;56;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;67;159;14;88;14;1;1;87;16;0;20;2;0;0;68;23.0;5;2;2;70;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;89;346;46;130;11;0;0;100;26;0;9;6;1;1;2;55.766243;3;0;0;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;192;2;145;12;2;1;88;25;1;44;1;0;0;56;88.0;5;3;1;89;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;68;264;5;72;54;2;2;96;53;8;46;2;1;1;18;83.0;4;7;1;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;87;297;2;79;21;0;0;100;34;1;0;4;1;1;5;57.712955;7;1;0;58;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;63;41;15;103;17;0;0;88;10;0;29;2;1;1;36;59.489426;2;1;2;43;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;76;155;8;75;19;0;0;100;31;1;32;2;1;1;46;53.0;5;3;1;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;65;11;10;39;17;1;0;72;1;2;39;1;5;5;0;66.59461;3;2;0;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;75;360;1;43;18;0;0;100;37;6;32;2;0;0;36;38.0;3;3;0;55;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;77;301;4;149;13;0;0;92;42;2;31;2;0;0;20;89.0;6;2;1;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;67;121;2;29;15;1;1;94;12;7;24;1;1;1;30;81.21549;6;1;1;64;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1;74;306;4;91;34;0;0;97;37;2;26;3;2;2;12;78.0;7;4;0;67;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;70;445;4;55;18;1;0;89;0;2;37;2;2;2;28;75.0;2;3;0;71;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;73;43;1;31;9;1;1;91;8;4;18;3;1;1;25;70.51581;5;1;0;67;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;78;272;4;90;14;0;0;100;25;2;29;2;0;0;32;66.396164;6;1;2;78;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;62;322;1;40;16;1;0;94;28;5;44;1;4;4;31;84.0;7;4;1;85;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;71;215;2;72;55;0;0;100;47;9;27;2;1;1;45;88.478645;8;4;2;43;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
0;66;67;13;66;33;0;0;97;7;0;39;2;2;2;59;63.0;12;4;2;84;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;67;300;16;92;21;0;0;86;24;0;14;2;1;1;41;69.0;8;2;2;56;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;67;201;8;64;32;1;0;80;25;2;11;2;1;1;69;65.0;8;2;2;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;74;205;24;102;24;1;1;88;41;0;15;4;1;1;6;58.0;2;3;0;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;121;4;66;13;1;1;75;7;2;38;1;2;2;0;72.0;3;2;1;75;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;84;142;17;65;12;0;0;100;13;0;42;3;0;0;17;61.324448;2;2;0;57;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;72;135;10;67;25;1;1;92;32;2;31;3;1;1;5;65.14975;2;1;0;33;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;62;398;3;110;17;0;0;82;16;4;47;2;2;2;74;29.0;4;3;2;88;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;54;376;23;179;43;5;1;79;53;0;13;2;0;0;68;35.0;24;4;7;91;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1;60;164;10;87;27;5;3;80;32;1;40;2;1;1;67;64.0;2;2;1;57;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;87;215;34;80;18;0;0;100;24;0;33;5;1;1;2;59.848858;1;2;0;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;68;196;2;36;25;0;0;100;20;7;14;1;2;2;41;69.0;11;4;2;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;60;161;5;80;34;1;0;89;35;5;20;1;1;1;51;37.0;13;2;1;79;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;66;131;13;83;4;4;4;67;41;0;33;3;0;0;67;61.072845;2;1;0;100;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1;66;52;7;7;1;0;0;100;2;1;0;2;3;3;48;60.346313;1;0;0;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;77;166;5;50;9;0;0;100;40;2;33;2;1;1;56;96.0;3;3;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;89;147;1;145;13;0;0;100;19;1;7;4;2;2;2;16.0;1;1;0;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
0;74;148;3;47;24;0;0;100;67;6;32;2;1;1;0;78.11408;0;4;0;40;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;66;221;12;103;19;2;0;67;11;0;38;3;0;0;23;44.0;3;4;1;89;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;79;111;2;67;40;0;0;100;5;1;12;3;1;1;1;85.0;9;2;0;44;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;271;2;51;20;0;0;100;26;2;32;1;1;1;88;94.0;9;2;3;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;76;78;8;44;19;0;0;100;11;3;42;3;1;1;17;94.0;5;2;0;78;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;65;445;6;48;14;2;0;76;0;3;59;2;5;3;16;67.0;2;6;0;90;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;69;211;2;69;11;0;0;93;12;3;36;2;2;2;95;77.0;4;3;3;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;67;203;45;144;12;1;1;86;23;0;36;4;0;0;76;90.0;3;2;0;83;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;56;329;5;20;11;0;0;100;18;2;36;2;3;3;73;55.0;6;3;3;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;63;37;8;21;9;0;0;100;4;3;50;1;1;1;81;47.0;5;7;2;92;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;61;148;3;44;13;2;1;86;10;4;43;2;2;1;18;60.0;2;3;0;71;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;80;57;2;39;6;0;0;100;11;1;0;3;0;0;36;58.359867;2;0;0;40;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;77;445;50;122;14;1;1;93;0;0;20;5;0;0;1;57.258476;1;1;0;75;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
0;63;189;3;70;15;7;4;61;31;1;17;1;2;2;15;59.6435;4;2;0;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;73;210;9;138;49;0;0;94;41;3;57;2;3;3;9;53.0;5;10;0;75;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;70;251;50;164;16;0;0;94;23;0;44;3;0;0;30;62.106026;2;1;1;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;65;247;1;67;18;1;0;95;16;3;55;1;0;0;65;85.0;6;3;2;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;65;154;31;121;7;1;1;78;5;0;33;4;0;0;85;61.962025;2;2;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;57;207;13;69;21;1;1;86;2;0;41;1;1;1;97;46.0;2;3;1;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;69;188;20;80;18;3;3;85;3;0;40;2;5;5;16;62.21772;5;3;0;83;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;73;445;12;54;10;0;0;92;19;0;15;2;0;0;1;22.0;1;2;0;57;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;70;278;11;87;16;1;0;94;31;1;18;2;1;1;74;66.0;7;3;3;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
1;73;285;3;83;35;0;0;97;28;7;14;3;2;1;18;93.0;8;3;1;46;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;57;57;4;36;15;0;0;80;10;5;40;1;1;1;71;63.0;7;3;1;91;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;80;207;6;57;21;0;0;95;9;1;71;3;0;0;1;98.0;2;6;0;82;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;73;148;0;47;24;0;0;93;34;9;43;1;9;9;14;67.0;2;4;0;67;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;70;183;2;85;12;0;0;100;12;1;31;3;0;0;95;66.003685;7;1;5;89;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;70;183;2;79;44;0;0;100;36;6;29;2;5;4;84;78.0;14;4;10;79;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
0;63;229;1;111;42;2;0;87;48;2;30;1;2;2;42;37.0;9;2;5;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;60;2;5;138;18;0;0;86;1;1;29;2;1;1;71;82.0;5;2;2;89;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
1;69;140;15;54;8;1;0;78;16;0;44;3;1;1;48;76.0;4;2;1;86;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;80;92;77;87;2;0;0;100;2;0;50;4;0;0;44;63.874622;2;2;1;82;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
0;66;145;1;68;33;0;0;100;52;6;36;1;0;0;91;75.0;9;7;6;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;59;219;1;70;9;2;2;62;8;2;8;1;1;1;45;62.46184;5;1;3;100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;86;97;14;68;24;0;0;100;33;0;12;3;0;0;2;55.66147;1;1;0;25;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;73;255;12;40;10;0;0;100;35;0;30;3;3;3;62;73.0;3;2;2;83;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;76;242;5;104;16;1;0;94;24;1;18;3;1;1;54;13.0;4;3;1;78;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
0;74;148;6;68;43;0;0;100;26;3;11;2;3;3;24;90.0;16;2;0;69;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
0;59;271;5;76;28;0;0;89;27;1;36;1;3;3;23;97.0;8;3;0;69;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
0;58;120;3;69;11;1;1;91;29;2;45;1;6;6;92;86.0;5;3;1;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;58;295;5;12;9;0;0;89;18;6;11;1;0;0;29;75.67012;7;1;0;89;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
1;88;225;6;112;23;0;0;96;22;2;22;4;0;0;3;63.544495;3;2;0;38;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
1;80;201;4;93;28;1;0;97;9;2;7;3;0;0;11;99.0;4;1;0;33;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
0;58;183;11;36;30;0;0;100;32;3;17;1;8;7;87;71.87636;15;2;10;81;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;62;79;12;35;16;1;1;94;26;0;50;1;3;3;100;57.0;4;5;2;100;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;70;131;17;65;22;0;0;100;24;0;45;2;1;1;84;72.0;4;4;2;73;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
0;59;192;5;99;18;5;3;81;26;1;19;1;1;1;40;61.35563;3;1;0;57;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1;59;370;11;96;10;2;2;75;29;1;50;3;1;1;76;67.686554;2;1;1;100;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
0;66;183;2;66;17;3;3;89;26;3;58;1;2;2;42;74.8153;3;1;1;80;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
0;71;237;9;45;24;0;0;100;50;3;25;2;3;3;32;73.0;5;4;1;53;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;89;143;11;103;27;0;0;100;13;1;11;4;0;0;0;58.449974;1;1;0;14;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
0;68;265;2;84;21;0;0;95;36;3;55;1;2;2;27;100.0;3;2;1;71;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
1;88;393;6;107;28;0;0;100;22;2;29;4;0;0;0;64.80433;6;2;0;44;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0
